original_index,repo,category,keyword,comment,file_path,is_genuine_satd,debt_category,severity,severity_reason,is_new_category,new_category_name,ml_pipeline_stage,model_used,classified_at
530,,Deep Learning,NOQA,,tests/test_tree_attention.py,True,Code Debt,2,The presence of the NOQA keyword suggests a potential code debt related to code style or formatting.,False,,General,llama-3.1-8b-instant,2026-05-09T05:28:18.791856
531,,Deep Learning,NOQA,,tests/test_tree_attention.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T05:28:22.656931
532,,Deep Learning,NOQA,,tests/test_tree_attention.py,True,Code Debt,2,The presence of the NOQA keyword suggests a potential code debt related to code style or formatting.,False,,General,llama-3.1-8b-instant,2026-05-09T05:28:26.419130
533,,Deep Learning,NOQA,,tests/test_tree_attention.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T05:28:30.173471
534,,Deep Learning,NOQA,,tests/test_tree_attention.py,True,Code Debt,2,The presence of NOQA suggests a potential code debt related to code style or formatting.,False,,General,llama-3.1-8b-instant,2026-05-09T05:28:33.927616
535,,Deep Learning,NOQA,,tests/test_tree_attention.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T05:28:37.771108
536,,Deep Learning,NOQA,,xformers/__init__.py,True,Code Debt,2,The presence of NOQA suggests a potential coding standard deviation.,False,,General,llama-3.1-8b-instant,2026-05-09T05:28:41.640490
537,,Deep Learning,NOQA,,xformers/__init__.py,True,Code Debt,2,Ignoring potential linting issues may lead to inconsistent code quality,False,,General,llama-3.1-8b-instant,2026-05-09T05:28:45.368850
538,,Deep Learning,NOQA,,xformers/__init__.py,True,Code Debt,2,The presence of NOQA suggests a potential coding standard deviation.,False,,General,llama-3.1-8b-instant,2026-05-09T05:28:49.135239
539,,Deep Learning,NOQA,,xformers/attn_bias_utils.py,True,Code Debt,2,The presence of NOQA suggests a potential coding standard deviation.,False,,General,llama-3.1-8b-instant,2026-05-09T05:28:52.880937
540,,Deep Learning,FIXME,,xformers/checkpoint.py,True,Code Debt,3,The presence of FIXME indicates a potential issue or bug in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T05:28:56.617731
541,,Deep Learning,WORKAROUND,,xformers/checkpoint.py,True,Model Stack Workaround Debt,3,The presence of a WORKAROUND keyword in the code indicates a potential workaround for a model stack issue.,False,,General,llama-3.1-8b-instant,2026-05-09T05:29:00.374276
542,,Deep Learning,BUG,,xformers/checkpoint.py,True,Defect Debt,3,The presence of a BUG keyword in the comment indicates a defect in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T05:29:04.278755
543,,Deep Learning,BUG,,xformers/fwbw_overlap.py,True,Defect Debt,3,The presence of a BUG keyword in the comment indicates a defect in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T05:29:09.055851
544,,Deep Learning,TODO,,xformers/fwbw_overlap.py,True,Code Debt,3,The presence of a TODO comment in the code indicates a potential issue or incomplete implementation.,False,,General,llama-3.1-8b-instant,2026-05-09T05:29:12.832318
545,,Deep Learning,TODO,,xformers/fwbw_overlap.py,True,Code Debt,3,The presence of a TODO comment in the code indicates a potential issue or incomplete implementation.,False,,General,llama-3.1-8b-instant,2026-05-09T05:29:16.745294
546,,Deep Learning,TODO,,xformers/fwbw_overlap.py,True,Code Debt,3,The presence of a TODO comment indicates a potential issue or incomplete implementation in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T05:29:20.497299
547,,Deep Learning,TODO,,xformers/fwbw_overlap.py,True,Code Debt,3,The presence of a TODO comment indicates a potential issue or improvement in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T05:29:24.257123
548,,Deep Learning,BUG,,litgpt/__main__.py,True,Defect Debt,3,The presence of the keyword 'BUG' in the comment indicates a defect in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T05:29:28.186310
549,,Deep Learning,TODO,,litgpt/args.py,True,Code Debt,3,The presence of a TODO comment in a code file indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T05:29:31.914867
550,,Deep Learning,BUG,,litgpt/model.py,True,Defect Debt,3,The presence of the keyword 'BUG' in the comment indicates a defect.,False,,General,llama-3.1-8b-instant,2026-05-09T05:29:35.630464
551,,Deep Learning,TODO,,litgpt/parser_config.py,True,Code Debt,3,The presence of a TODO comment in a code file indicates a potential issue or improvement needed in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T05:29:39.402900
552,,Deep Learning,HACK,,litgpt/parser_config.py,True,Code Debt,3,The presence of the HACK keyword in the comment indicates a potential code debt issue.,False,,General,llama-3.1-8b-instant,2026-05-09T05:29:44.146700
553,,Deep Learning,TODO,,litgpt/pretrain.py,True,Code Debt,3,The presence of a TODO comment indicates a potential issue with the code's implementation.,False,,General,llama-3.1-8b-instant,2026-05-09T05:29:48.217047
554,,Deep Learning,NOQA,,litgpt/pretrain.py,True,Code Debt,3,Ignoring linter warnings may lead to inconsistent code quality,False,,General,llama-3.1-8b-instant,2026-05-09T05:29:52.022959
555,,Deep Learning,NOQA,,litgpt/pretrain.py,True,Code Debt,3,Ignoring linting rules may lead to inconsistent code quality and maintenance issues,False,,General,llama-3.1-8b-instant,2026-05-09T05:29:55.755634
556,,Deep Learning,TEMP,,litgpt/tokenizer.py,True,Code Debt,3,Temporary solution or workaround in production code,False,,General,llama-3.1-8b-instant,2026-05-09T05:29:59.539592
557,,Deep Learning,TODO,,litgpt/tokenizer.py,True,Code Debt,3,The presence of a TODO comment in a code file indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T05:30:03.814911
558,,Deep Learning,FIXME,,litgpt/utils.py,True,Code Debt,3,The presence of FIXME comment indicates a need for code refactoring or improvement.,False,,General,llama-3.1-8b-instant,2026-05-09T05:30:06.711275
559,,Deep Learning,TODO,,litgpt/utils.py,True,Code Debt,3,The presence of a TODO comment indicates a potential issue or incomplete implementation in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T05:30:10.610110
560,,Deep Learning,HACK,,litgpt/utils.py,True,Code Debt,3,The presence of the keyword 'HACK' in a utility file indicates a potential code debt.,False,,General,llama-3.1-8b-instant,2026-05-09T05:30:14.495657
561,,Deep Learning,WORKAROUND,,litgpt/utils.py,True,Code Debt,3,The presence of a WORKAROUND comment suggests a temporary fix that may not be ideal.,False,,General,llama-3.1-8b-instant,2026-05-09T05:30:18.240056
562,,Deep Learning,TODO,,tests/test_batch.py,True,Test Debt,3,The presence of a TODO comment in a test file indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T05:30:23.092586
563,,Deep Learning,TODO,,tests/test_pretrain.py,True,Code Debt,3,The presence of a TODO comment in a test file indicates a potential issue with the code itself.,False,,General,llama-3.1-8b-instant,2026-05-09T05:30:26.864836
564,,Deep Learning,TODO,,tests/test_readme.py,True,Documentation Debt,3,The presence of TODO comment indicates a need for documentation improvement.,False,,General,llama-3.1-8b-instant,2026-05-09T05:30:30.611740
565,,Deep Learning,BUG,,tests/test_rope.py,True,Defect Debt,3,The presence of the keyword 'BUG' in the comment indicates a defect.,False,,General,llama-3.1-8b-instant,2026-05-09T05:30:34.336949
566,,Deep Learning,TODO,,tests/test_serve.py,True,Code Debt,3,The presence of a TODO comment in a test file indicates a potential issue with the code itself.,False,,General,llama-3.1-8b-instant,2026-05-09T05:30:38.247654
567,,Deep Learning,HACK,,tests/test_tokenizer.py,True,Code Debt,3,The presence of the HACK keyword in a test file indicates a potential code debt.,False,,General,llama-3.1-8b-instant,2026-05-09T05:30:42.107966
568,,Deep Learning,TEMP,,tests/test_utils.py,True,Code Debt,3,Use of TEMP keyword in a comment suggests a temporary solution or workaround in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T05:30:46.112700
569,,Deep Learning,TEMP,,tests/test_utils.py,True,Code Debt,3,Use of TEMP keyword in a comment suggests a temporary solution or workaround in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T05:30:50.227447
570,,Deep Learning,TEMP,,tests/test_utils.py,True,Code Debt,3,Use of temporary keyword suggests a workaround or quick fix in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T05:30:52.942992
571,,Deep Learning,TEMP,,tests/test_utils.py,True,Code Debt,3,"Temporary code (TEMP) suggests a workaround or quick fix, indicating potential code debt.",False,,General,llama-3.1-8b-instant,2026-05-09T05:30:56.859354
572,,Deep Learning,TEMP,,tests/test_utils.py,True,Code Debt,3,Use of TEMP keyword in a comment suggests a temporary solution or workaround in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T05:31:00.701586
573,,Deep Learning,TEMP,,tests/test_utils.py,True,Code Debt,3,Use of TEMP keyword in a comment suggests a temporary solution or workaround in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T05:31:04.418371
574,,Deep Learning,TODO,,model.py,True,Code Debt,3,The presence of a TODO comment in the model.py file indicates a need for refactoring or improvement in the code.,False,,Model Training,llama-3.1-8b-instant,2026-05-09T05:31:08.203942
575,,Deep Learning,TODO,,sample.py,True,Code Debt,3,The presence of a TODO comment in the code indicates a need for refactoring or improvement.,False,,General,llama-3.1-8b-instant,2026-05-09T05:31:11.944190
576,,Deep Learning,HACK,,whisper/timing.py,True,Code Debt,3,The presence of a HACK comment indicates a workaround in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T05:31:16.794364
577,,Deep Learning,HACK,,whisper/timing.py,True,Code Debt,3,The presence of a HACK comment indicates a workaround in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T05:31:20.555899
578,,Deep Learning,NOQA,,whisper/triton_ops.py,True,Code Debt,2,The presence of NOQA suggests a potential coding standard deviation.,False,,General,llama-3.1-8b-instant,2026-05-09T05:31:24.420564
579,,Deep Learning,NOQA,,whisper/triton_ops.py,True,Code Debt,3,Ignoring potential linting issues may lead to code quality degradation,False,,General,llama-3.1-8b-instant,2026-05-09T05:31:28.277815
580,,Deep Learning,NOQA,,whisper/triton_ops.py,True,Code Debt,2,The presence of NOQA suggests a potential coding standard or style issue.,False,,General,llama-3.1-8b-instant,2026-05-09T05:31:32.132463
581,,Deep Learning,NOQA,,whisper/triton_ops.py,True,Code Debt,2,The presence of NOQA suggests a potential code debt related to code style or formatting.,False,,General,llama-3.1-8b-instant,2026-05-09T05:31:35.986379
582,,Deep Learning,TODO,,notebook_helpers.py,True,Code Debt,3,The presence of a TODO comment in a code file indicates a potential issue or incomplete implementation.,False,,General,llama-3.1-8b-instant,2026-05-09T05:31:39.994053
583,,Deep Learning,TODO,,notebook_helpers.py,True,Code Debt,3,The presence of a TODO comment in a code file indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T05:31:43.868519
584,,Deep Learning,TODO,,notebook_helpers.py,True,Code Debt,3,The presence of a TODO comment in a code file indicates a potential issue or improvement needed in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T05:31:47.824745
585,,Deep Learning,TODO,,scripts/knn2img.py,True,Code Debt,3,The presence of a TODO comment indicates a potential issue with the code's maintainability or functionality.,False,,General,llama-3.1-8b-instant,2026-05-09T05:31:51.685385
586,,Deep Learning,TODO,,scripts/knn2img.py,True,Code Debt,3,The presence of a TODO comment in a script indicates a potential issue or incomplete implementation.,False,,General,llama-3.1-8b-instant,2026-05-09T05:31:55.450825
587,,Deep Learning,TODO,,scripts/train_searcher.py,True,Code Debt,3,The presence of a TODO comment in a critical script indicates a need for refactoring or improvement.,False,,Model Training,llama-3.1-8b-instant,2026-05-09T05:31:59.213434
588,,Deep Learning,FIXME,,scripts/generate_vae_linear_approximation.py,True,Code Debt,3,The presence of a FIXME comment indicates a potential issue with the code's implementation.,False,,General,llama-3.1-8b-instant,2026-05-09T05:32:03.063441
589,,Deep Learning,NOQA,,tests/conftest.py,True,Code Debt,2,Ignoring potential linting issues with NOQA,False,,General,llama-3.1-8b-instant,2026-05-09T05:32:06.787162
590,,Deep Learning,NOQA,,tests/conftest.py,True,Code Debt,2,Ignoring potential linting issues may lead to code quality degradation over time.,False,,General,llama-3.1-8b-instant,2026-05-09T05:32:10.648515
591,,Deep Learning,BUG,,tests/test_asyncio_shutdown.py,True,Defect Debt,3,The presence of a BUG keyword indicates a defect in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T05:32:14.384886
592,,Deep Learning,TEMP,,tests/test_config.py,True,Configuration Debt,3,Temporary configuration is used in the test file,False,,General,llama-3.1-8b-instant,2026-05-09T05:32:18.268086
593,,Deep Learning,TEMP,,tests/test_config.py,True,Configuration Debt,3,Use of TEMP keyword suggests a temporary or workaround configuration,False,,General,llama-3.1-8b-instant,2026-05-09T05:32:21.962198
594,,Deep Learning,TEMP,,tests/test_config.py,True,Configuration Debt,3,Use of TEMP keyword suggests a temporary configuration or workaround,False,,General,llama-3.1-8b-instant,2026-05-09T05:32:25.700518
595,,Deep Learning,TODO,,tests/test_graph_execution_state.py,True,Code Debt,3,The presence of a TODO comment indicates a potential issue with the code's implementation.,False,,General,llama-3.1-8b-instant,2026-05-09T05:32:29.509323
596,,Deep Learning,BUG,,tests/test_graph_execution_state.py,True,Defect Debt,3,The presence of the keyword 'BUG' in the comment indicates a defect.,False,,General,llama-3.1-8b-instant,2026-05-09T05:32:33.347328
597,,Deep Learning,BUG,,tests/test_graph_execution_state.py,True,Defect Debt,3,The presence of the keyword 'BUG' in the comment indicates a defect.,False,,General,llama-3.1-8b-instant,2026-05-09T05:32:37.092594
598,,Deep Learning,BUG,,tests/test_graph_execution_state.py,True,Defect Debt,3,The presence of a BUG keyword indicates a defect in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T05:32:40.847691
599,,Deep Learning,TODO,,tests/test_invocation_cache_memory.py,True,Inadequate Testing Debt,3,Presence of TODO comment in a test file indicates incomplete or untested functionality.,False,,General,llama-3.1-8b-instant,2026-05-09T05:32:44.629436
600,,Deep Learning,TODO,,tests/test_node_graph.py,True,Code Debt,3,The presence of a TODO comment in a test file indicates a potential issue with the code itself.,False,,General,llama-3.1-8b-instant,2026-05-09T05:32:49.405079
601,,Deep Learning,TODO,,tests/test_node_graph.py,True,Code Debt,3,The presence of a TODO comment in a test file indicates a potential issue with the code itself.,False,,General,llama-3.1-8b-instant,2026-05-09T05:32:53.158267
602,,Deep Learning,TODO,,tests/test_node_graph.py,True,Code Debt,3,The presence of a TODO comment in a test file indicates a potential issue with the code itself.,False,,General,llama-3.1-8b-instant,2026-05-09T05:32:56.926167
603,,Deep Learning,BUG,,tests/test_node_graph.py,True,Defect Debt,3,The presence of the keyword 'BUG' in the comment indicates a defect.,False,,General,llama-3.1-8b-instant,2026-05-09T05:33:00.654038
604,,Deep Learning,NOQA,,tests/test_nodes.py,True,Code Debt,2,Ignoring potential linting issues may lead to code quality degradation,False,,General,llama-3.1-8b-instant,2026-05-09T05:33:04.530229
605,,Deep Learning,NOQA,,tests/test_nodes.py,True,Code Debt,2,Ignoring potential linting issues may lead to code quality degradation,False,,General,llama-3.1-8b-instant,2026-05-09T05:33:08.581801
606,,Deep Learning,TEMP,,tests/test_object_serializer_disk.py,True,Inadequate Testing Debt,3,The presence of the keyword TEMP in a test file suggests incomplete or temporary testing.,False,,General,llama-3.1-8b-instant,2026-05-09T05:33:12.577739
607,,Deep Learning,TEMP,,tests/test_profiler.py,True,Code Debt,3,Temporary code is often a sign of a deeper code debt issue.,False,,General,llama-3.1-8b-instant,2026-05-09T05:33:16.466167
608,,Deep Learning,TEMP,,tests/test_profiler.py,True,Code Debt,3,Temporary code is often a sign of a deeper issue with code organization or structure.,False,,General,llama-3.1-8b-instant,2026-05-09T05:33:20.237985
609,,Deep Learning,TEMP,,tests/test_profiler.py,True,Code Debt,3,Temporary code is often a sign of a deeper code debt issue.,False,,General,llama-3.1-8b-instant,2026-05-09T05:33:24.002007
610,,Deep Learning,TEMP,,tests/test_profiler.py,True,Code Debt,3,Temporary workaround or quick fix in the codebase,False,,General,llama-3.1-8b-instant,2026-05-09T05:33:27.847471
611,,Deep Learning,TEMP,,tests/test_profiler.py,True,Code Debt,3,Temporary code is often a sign of a deeper code debt issue.,False,,General,llama-3.1-8b-instant,2026-05-09T05:33:31.695829
612,,Deep Learning,TEMP,,tests/test_sqlite_migrator.py,True,Inadequate Testing Debt,3,Use of TEMP keyword in test file may indicate incomplete or missing test cases,False,,General,llama-3.1-8b-instant,2026-05-09T05:33:35.418770
613,,Deep Learning,TEMP,,tests/test_sqlite_migrator.py,True,Inadequate Testing Debt,3,Insufficient testing for database migration functionality,False,,General,llama-3.1-8b-instant,2026-05-09T05:33:39.192906
614,,Deep Learning,TEMP,,tests/test_sqlite_migrator.py,True,Inadequate Testing Debt,3,Insufficient test coverage for SQLite migrator functionality,False,,General,llama-3.1-8b-instant,2026-05-09T05:33:42.943669
615,,Deep Learning,TODO,,LatentLM/utils.py,True,Code Debt,3,The presence of a TODO comment in a utility function indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T05:33:46.792442
616,,Deep Learning,WORKAROUND,,PFPO/trainer_base_ds_mul_fs_tp.py,True,Model Stack Workaround Debt,3,The presence of the WORKAROUND keyword indicates a workaround for a model stack issue.,False,,General,llama-3.1-8b-instant,2026-05-09T05:33:50.558620
617,,Deep Learning,TODO,,PFPO/trainer_base_ds_mul_fs_tp.py,True,Code Debt,3,The presence of a TODO comment indicates a potential issue or incomplete implementation in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T05:33:54.322526
618,,Deep Learning,TODO,,PFPO/trainer_ds_megatron_mul.py,True,Code Debt,3,The presence of a TODO comment indicates a potential issue or incomplete implementation in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T05:33:59.070323
619,,Deep Learning,WORKAROUND,,beats/backbone.py,True,Model Stack Workaround Debt,3,The presence of a WORKAROUND keyword indicates a potential workaround for a model stack issue.,False,,General,llama-3.1-8b-instant,2026-05-09T05:34:02.843253
620,,Deep Learning,XXX,,beit/dataset_folder.py,True,Code Debt,3,The presence of XXX in the code indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T05:34:06.648449
621,,Deep Learning,TODO,,beit/dataset_folder.py,True,Code Debt,3,The presence of a TODO comment in a code file indicates a potential issue or incomplete implementation.,False,,General,llama-3.1-8b-instant,2026-05-09T05:34:10.457561
622,,Deep Learning,XXX,,beit/dataset_folder.py,True,Code Debt,3,The presence of XXX in the code indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T05:34:14.292721
623,,Deep Learning,TEMP,,beit/modeling_discrete_vae.py,True,Code Debt,3,Use of TEMP keyword suggests a temporary or workaround solution in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T05:34:18.322706
624,,Deep Learning,TEMP,,beit/modeling_discrete_vae.py,True,Code Debt,3,Use of temporary or placeholder values (TEMP) in code suggests a lack of proper handling or refactoring.,False,,General,llama-3.1-8b-instant,2026-05-09T05:34:22.111539
625,,Deep Learning,TEMP,,beit/modeling_discrete_vae.py,True,Code Debt,3,Use of temporary or placeholder values (TEMP) in code indicates a lack of proper handling or refactoring.,False,,General,llama-3.1-8b-instant,2026-05-09T05:34:25.894776
626,,Deep Learning,FIXME,,beit/modeling_finetune.py,True,Code Debt,3,The presence of FIXME comment indicates a need for code refactoring or improvement.,False,,General,llama-3.1-8b-instant,2026-05-09T05:34:29.728174
627,,Deep Learning,WORKAROUND,,beit/utils.py,True,Model Stack Workaround Debt,3,The presence of a WORKAROUND keyword in the comment suggests a temporary fix for a deeper issue.,False,,General,llama-3.1-8b-instant,2026-05-09T05:34:33.711538
628,,Deep Learning,XXX,,beit2/dataset_folder.py,True,Code Debt,3,Presence of XXX comment indicates potential code duplication or complexity,False,,General,llama-3.1-8b-instant,2026-05-09T05:34:37.435522
629,,Deep Learning,TODO,,beit2/dataset_folder.py,True,Code Debt,3,The presence of a TODO comment indicates a potential issue that needs to be addressed in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T05:34:41.209061
630,,Deep Learning,XXX,,beit2/dataset_folder.py,True,Code Debt,3,The presence of XXX in the code suggests a placeholder for a missing implementation.,False,,General,llama-3.1-8b-instant,2026-05-09T05:34:46.107999
631,,Deep Learning,FIXME,,beit2/modeling_finetune.py,True,Code Debt,3,The presence of FIXME comment indicates a need for code refactoring or improvement.,False,,General,llama-3.1-8b-instant,2026-05-09T05:34:49.851152
632,,Deep Learning,TODO,,beit2/modeling_vqkd.py,True,Code Debt,3,The presence of a TODO comment indicates a potential issue or incomplete implementation in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T05:34:52.900289
633,,Deep Learning,TODO,,docs/conf.py,True,Documentation Debt,3,Potential documentation issues may impact team productivity and knowledge sharing.,False,,General,llama-3.1-8b-instant,2026-05-09T05:34:57.630618
634,,Deep Learning,NOQA,,modules/cmd_args.py,True,Code Debt,2,The presence of the NOQA keyword suggests a potential code debt related to code style or formatting.,False,,General,llama-3.1-8b-instant,2026-05-09T05:35:01.498663
635,,Deep Learning,BUG,,modules/cmd_args.py,True,Defect Debt,3,The presence of the keyword 'BUG' in the comment indicates a defect.,False,,General,llama-3.1-8b-instant,2026-05-09T05:35:05.373797
636,,Deep Learning,BUG,,modules/devices.py,True,Defect Debt,3,The presence of the keyword 'BUG' in the comment indicates a defect in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T05:35:09.456952
637,,Deep Learning,TODO,,modules/esrgan_model.py,True,Code Debt,3,The presence of a TODO comment indicates a potential issue or improvement in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T05:35:12.231079
638,,Deep Learning,NOQA,,modules/extensions.py,True,Code Debt,2,Ignoring potential linting issues may lead to code quality degradation,False,,General,llama-3.1-8b-instant,2026-05-09T05:35:16.968518
639,,Deep Learning,TODO,,modules/hat_model.py,True,Code Debt,3,The presence of a TODO comment indicates a potential issue with the code's implementation.,False,,General,llama-3.1-8b-instant,2026-05-09T05:35:20.734487
640,,Deep Learning,TODO,,modules/hat_model.py,True,Code Debt,3,The presence of a TODO comment in the code indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T05:35:24.635948
641,,Deep Learning,TODO,,modules/hat_model.py,True,Code Debt,3,The presence of a TODO comment indicates a potential issue with the code's implementation.,False,,General,llama-3.1-8b-instant,2026-05-09T05:35:28.395782
642,,Deep Learning,TODO,,modules/hat_model.py,True,Code Debt,3,The presence of a TODO comment in the code indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T05:35:32.208426
643,,Deep Learning,TODO,,modules/hat_model.py,True,Code Debt,3,The presence of a TODO comment in the code indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T05:35:36.012845
644,,Deep Learning,NOQA,,modules/images.py,True,Code Debt,3,Ignoring potential linting issues may lead to code quality degradation,False,,General,llama-3.1-8b-instant,2026-05-09T05:35:39.779035
645,,Deep Learning,TODO,,modules/images.py,True,Code Debt,3,The presence of a TODO comment in a code file indicates a potential issue or improvement needed in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T05:35:43.533016
646,,Deep Learning,HACK,,modules/import_hook.py,True,Code Debt,3,The presence of the HACK keyword in a comment indicates a potential code debt.,False,,General,llama-3.1-8b-instant,2026-05-09T05:35:47.314466
647,,Deep Learning,NOQA,,modules/import_hook.py,True,Code Debt,2,Ignoring potential linting issues may lead to code quality degradation,False,,General,llama-3.1-8b-instant,2026-05-09T05:35:51.086537
648,,Deep Learning,NOQA,,modules/initialize.py,True,Code Debt,2,The presence of NOQA suggests a potential coding standard deviation.,False,,General,llama-3.1-8b-instant,2026-05-09T05:35:55.146187
649,,Deep Learning,NOQA,,modules/initialize.py,True,Code Debt,2,The presence of the NOQA keyword suggests a potential code debt related to code style or formatting.,False,,General,llama-3.1-8b-instant,2026-05-09T05:35:59.074293
650,,Deep Learning,NOQA,,modules/initialize.py,True,Code Debt,3,Ignoring potential linting issues may lead to code quality degradation,False,,General,llama-3.1-8b-instant,2026-05-09T05:36:02.934850
651,,Deep Learning,NOQA,,modules/initialize.py,True,Code Debt,3,Ignoring potential linting issues may lead to code quality degradation over time,False,,General,llama-3.1-8b-instant,2026-05-09T05:36:06.719428
652,,Deep Learning,NOQA,,modules/initialize.py,True,Code Debt,3,Ignoring potential linting issues may lead to code quality degradation over time.,False,,General,llama-3.1-8b-instant,2026-05-09T05:36:10.489098
653,,Deep Learning,NOQA,,modules/initialize.py,True,Code Debt,3,Ignoring potential linting issues may lead to inconsistent code quality,False,,General,llama-3.1-8b-instant,2026-05-09T05:36:14.282412
654,,Deep Learning,NOQA,,modules/initialize.py,True,Code Debt,3,Ignoring potential linting issues may lead to code quality degradation,False,,General,llama-3.1-8b-instant,2026-05-09T05:36:18.128020
655,,Deep Learning,NOQA,,modules/initialize.py,True,Code Debt,2,The presence of the NOQA keyword suggests a potential code debt related to code style or formatting.,False,,General,llama-3.1-8b-instant,2026-05-09T05:36:21.959151
656,,Deep Learning,TODO,,modules/launch_utils.py,True,Code Debt,3,The presence of a TODO comment in a code file indicates a potential issue that needs to be addressed.,False,,General,llama-3.1-8b-instant,2026-05-09T05:36:25.764701
657,,Deep Learning,TEMP,,modules/launch_utils.py,True,Code Debt,3,Use of temporary variable or flag (TEMP) indicates potential code complexity or lack of refactoring,False,,General,llama-3.1-8b-instant,2026-05-09T05:36:29.549262
658,,Deep Learning,WORKAROUND,,modules/mac_specific.py,True,Model Stack Workaround Debt,3,The presence of a WORKAROUND keyword indicates a potential workaround for a model stack issue.,False,,General,llama-3.1-8b-instant,2026-05-09T05:36:34.411556
659,,Deep Learning,WORKAROUND,,modules/mac_specific.py,True,Code Debt,3,The presence of a WORKAROUND comment suggests a temporary fix in the code.,False,,General,llama-3.1-8b-instant,2026-05-09T05:36:38.226866
660,,Deep Learning,WORKAROUND,,modules/mac_specific.py,True,Model Stack Workaround Debt,3,The presence of a WORKAROUND keyword in the code indicates a potential workaround for a model stack issue.,False,,General,llama-3.1-8b-instant,2026-05-09T05:36:41.973091
661,,Deep Learning,WORKAROUND,,modules/mac_specific.py,True,Model Stack Workaround Debt,3,The presence of a WORKAROUND keyword in the comment suggests a workaround for a model stack issue.,False,,General,llama-3.1-8b-instant,2026-05-09T05:36:46.015144
662,,Deep Learning,WORKAROUND,,modules/mac_specific.py,True,Model Stack Workaround Debt,3,The presence of a WORKAROUND keyword indicates a potential workaround for a model stack issue.,False,,General,llama-3.1-8b-instant,2026-05-09T05:36:49.770330
663,,Deep Learning,WORKAROUND,,modules/mac_specific.py,True,Model Stack Workaround Debt,3,The presence of a WORKAROUND keyword indicates a workaround for a model stack issue.,False,,General,llama-3.1-8b-instant,2026-05-09T05:36:53.773401
664,,Deep Learning,WORKAROUND,,modules/mac_specific.py,True,Model Stack Workaround Debt,3,The presence of a WORKAROUND keyword in the code suggests a medium-severity debt related to a workaround in the model stack.,False,,General,llama-3.1-8b-instant,2026-05-09T05:36:57.587555
665,,Deep Learning,WORKAROUND,,modules/mac_specific.py,True,Model Stack Workaround Debt,3,The presence of a WORKAROUND keyword suggests a medium-severity debt related to a workaround in the model stack.,False,,General,llama-3.1-8b-instant,2026-05-09T05:37:01.461348
666,,Deep Learning,WORKAROUND,,modules/mac_specific.py,True,Model Stack Workaround Debt,3,The presence of a WORKAROUND comment suggests a medium-severity debt related to a workaround in the model stack.,False,,General,llama-3.1-8b-instant,2026-05-09T05:37:05.270031
667,,Deep Learning,NOQA,,modules/paths.py,True,Code Debt,2,The presence of the NOQA keyword suggests a potential code debt related to code style or formatting.,False,,General,llama-3.1-8b-instant,2026-05-09T05:37:09.037412
