repo_name,category,file_path,line_number,keyword,debt_type,sdlc_phase,line_content
pypa/wheel,Non-ML Control,src/wheel/_bdist_wheel.py,189,TEMP,Design Debt,P3_Model_Development,"(""bdist-dir="", ""b"", ""temporary directory for creating the distribution""),"
pypa/wheel,Non-ML Control,src/wheel/_bdist_wheel.py,197,TEMP,Design Debt,P3_Model_Development,"""keep-temp"","
pypa/wheel,Non-ML Control,src/wheel/_bdist_wheel.py,246,TEMP,Design Debt,P3_Model_Development,"boolean_options = [""keep-temp"", ""skip-build"", ""relative"", ""universal""]"
pypa/wheel,Non-ML Control,src/wheel/_bdist_wheel.py,347,TODO,Requirement Debt,P3_Model_Development,"# TODO armv8l, packaging pull request #690 => this did not land"
pypa/wheel,Non-ML Control,src/wheel/_bdist_wheel.py,413,BUG,Defect Debt,P3_Model_Development,# (distutils.command.install:change_roots bug)
DEAP/deap,AutoML/RL,deap/cma.py,544,TEMP,Design Debt,P3_Model_Development,# The parameter is in the temporary variable for offspring and in the original one for parents
DEAP/deap,AutoML/RL,deap/cma.py,796,TODO,Requirement Debt,P3_Model_Development,# TODO: Add integer mutation i_I_R component
DEAP/deap,AutoML/RL,doc/conf.py,30,TODO,Requirement Debt,P3_Model_Development,"extensions = ['sphinx.ext.autodoc', 'sphinx.ext.doctest', 'sphinx.ext.todo',"
DEAP/deap,AutoML/RL,doc/conf.py,103,TODO,Requirement Debt,P3_Model_Development,"# If true, the todo will be printed in the documentation"
DEAP/deap,AutoML/RL,deap/benchmarks/binary.py,36,TEMP,Design Debt,P3_Model_Development,temp = gene / div
DEAP/deap,AutoML/RL,deap/benchmarks/binary.py,37,TEMP,Design Debt,P3_Model_Development,decoded[i] = min_ + (temp * (max_ - min_))
LAION-AI/Open-Assistant,Deep Learning,backend/alembic/env.py,5,NOQA,Test Debt,P3_Model_Development,from oasst_backend import models  # noqa: F401
LAION-AI/Open-Assistant,Deep Learning,backend/oasst_backend/config.py,205,TODO,Requirement Debt,P3_Model_Development,True  # TODO: set False after ToS acceptance UI was added to web-frontend
LAION-AI/Open-Assistant,Deep Learning,backend/oasst_backend/task_repository.py,20,TODO,Requirement Debt,P3_Model_Development,# TODO: Should it be replaced with fastapi/pydantic validation?
LAION-AI/Open-Assistant,Deep Learning,backend/oasst_backend/user_stats_repository.py,553,TODO,Requirement Debt,P3_Model_Development,# todo: convert sql to sqlalchemy query..
LAION-AI/Open-Assistant,Deep Learning,discord-bots/oa-bot-py/message_templates.py,12,NOQA,Test Debt,P3_Model_Development,self.env = jinja2.Environment(  # noqa: S701
LAION-AI/Open-Assistant,Deep Learning,inference/worker/basic_hf_server.py,111,HACK,Design Debt,P3_Model_Development,"text=decode_token(last_token_id),  # hack because the ""normal"" inference server does this at once"
LAION-AI/Open-Assistant,Deep Learning,inference/worker/chat_chain.py,392,TODO,Requirement Debt,P3_Model_Development,# TODO: Consider passing language from the UI here
LAION-AI/Open-Assistant,Deep Learning,inference/worker/chat_chain_utils.py,173,TODO,Requirement Debt,P3_Model_Development,# TODO: make stricter with better models
LAION-AI/Open-Assistant,Deep Learning,inference/worker/hf_stopping.py,30,TODO,Requirement Debt,P3_Model_Development,# TODO: optimise this. Inefficient to decode whole sequence every time
LAION-AI/Open-Assistant,Deep Learning,inference/worker/utils.py,141,WORKAROUND,Design Debt,P3_Model_Development,# This is a slightly hacky workaround and it would be better to find a cleaner solution
bentoml/OpenLLM,MLOps,src/openllm/common.py,19,TEMP,Design Debt,P3_Model_Development,TEMP_DIR = OPENLLM_HOME / 'temp'
pypa/build,Non-ML Control,tasks/release.py,68,NOQA,Test Debt,P3_Model_Development,"check_call(['towncrier', 'build', '--yes', '--version', version.public], cwd=str(ROOT_SRC_DIR))  # noqa: S603"
pypa/build,Non-ML Control,tests/conftest.py,214,NOQA,Test Debt,P3_Model_Development,"def test(msg: str | None = None, **_kwargs: object) -> Generator[None, None, None]:  # noqa: ARG004"
pypa/build,Non-ML Control,tests/test_env.py,72,WORKAROUND,Design Debt,P3_Model_Development,"@pytest.mark.skipif(sys.platform != 'darwin', reason='workaround for Apple Python')"
pypa/build,Non-ML Control,tests/test_env.py,85,WORKAROUND,Design Debt,P3_Model_Development,"@pytest.mark.skipif('posix_local' not in SCHEME_NAMES, reason='workaround for Debian/Ubuntu Python')"
pypa/build,Non-ML Control,tests/test_integration.py,115,NOQA,Test Debt,P3_Model_Development,"request: pytest.FixtureRequest,  # noqa: ARG001"
pypa/build,Non-ML Control,tests/test_main.py,375,TEMP,Design Debt,P3_Model_Development,"mocker.patch('build.__main__.tempfile.mkdtemp', return_value='temp-sdist-dir')"
pypa/build,Non-ML Control,tests/test_main.py,395,TEMP,Design Debt,P3_Model_Development,assert extractall.call_args.args[0] == 'temp-sdist-dir'
pypa/build,Non-ML Control,tests/test_main.py,401,TEMP,Design Debt,P3_Model_Development,"os.path.join('temp-sdist-dir', 'demo-1.0.0'),"
pypa/build,Non-ML Control,tests/test_main.py,411,TEMP,Design Debt,P3_Model_Development,"build.__main__.shutil.rmtree.assert_called_once_with('temp-sdist-dir', ignore_errors=True)  # type: ignore[attr-defined]"
pypa/build,Non-ML Control,tests/test_projectbuilder.py,38,NOQA,Test Debt,P3_Model_Development,"def locate_file(self, path: Any) -> Any:  # pragma: no cover  # noqa: ARG002"
pypa/build,Non-ML Control,tests/test_projectbuilder.py,346,NOQA,Test Debt,P3_Model_Development,"def test_relative_outdir(mocker: pytest_mock.MockerFixture, tmp_dir: str, package_test_flit: str) -> None:  # noqa: ARG001"
pypa/build,Non-ML Control,tests/test_projectbuilder.py,493,NOQA,Test Debt,P3_Model_Development,"def dummy_runner(cmd: typing.Sequence[str], cwd: str | None = None, extra_environ: dict[str, str] | None = None) -> None:  # noqa: ARG001"
pypa/build,Non-ML Control,src/build/__main__.py,99,NOQA,Test Debt,P3_Model_Development,"category: type[Warning],  # noqa: ARG001"
pypa/build,Non-ML Control,src/build/__main__.py,100,NOQA,Test Debt,P3_Model_Development,"filename: str,  # noqa: ARG001"
pypa/build,Non-ML Control,src/build/__main__.py,101,NOQA,Test Debt,P3_Model_Development,"lineno: int,  # noqa: ARG001"
pypa/build,Non-ML Control,src/build/__main__.py,103,NOQA,Test Debt,P3_Model_Development,"line: str | None = None,  # noqa: ARG001"
pypa/build,Non-ML Control,src/build/__main__.py,122,NOQA,Test Debt,P3_Model_Development,"print(fill(line, initial_indent='  '), file=sys.stderr)  # noqa: T201"
pypa/build,Non-ML Control,src/build/__main__.py,130,NOQA,Test Debt,P3_Model_Development,"print(fill(message, initial_indent='  '), file=sys.stderr)  # noqa: T201"
pypa/build,Non-ML Control,src/build/__main__.py,363,NOQA,Test Debt,P3_Model_Development,"outdir: StrPath,  # noqa: ARG001"
pypa/build,Non-ML Control,src/build/__main__.py,364,NOQA,Test Debt,P3_Model_Development,"distributions: Sequence[Distribution],  # noqa: ARG001"
pypa/build,Non-ML Control,src/build/__main__.py,390,TEMP,Design Debt,P3_Model_Development,"tempfile.TemporaryDirectory() as tempdir,"
pypa/build,Non-ML Control,src/build/__main__.py,397,NOQA,Test Debt,P3_Model_Development,print(  # noqa: T201
pypa/build,Non-ML Control,src/build/__main__.py,427,NOQA,Test Debt,P3_Model_Development,"parser: argparse.ArgumentParser,  # noqa: ARG002"
pypa/build,Non-ML Control,src/build/__main__.py,429,NOQA,Test Debt,P3_Model_Development,"values: str | Sequence[Any] | None,  # noqa: ARG002"
pypa/build,Non-ML Control,src/build/__main__.py,430,NOQA,Test Debt,P3_Model_Development,"option_string: str | None = None,  # noqa: ARG002"
pypa/build,Non-ML Control,src/build/_ctx.py,28,NOQA,Test Debt,P3_Model_Development,"def _log_default(message: str, *, kind: tuple[str, ...] | None = None) -> None:  # noqa: ARG001"
pypa/build,Non-ML Control,src/build/_ctx.py,58,NOQA,Test Debt,P3_Model_Development,subprocess.Popen(  # noqa: S603
pypa/build,Non-ML Control,src/build/_ctx.py,78,NOQA,Test Debt,P3_Model_Development,"subprocess.run(cmd, capture_output=True, check=True, cwd=cwd, env=env)  # noqa: S603"
pypa/build,Non-ML Control,src/build/env.py,362,TEMP,Design Debt,P3_Model_Development,with tempfile.NamedTemporaryFile(
pypa/build,Non-ML Control,src/build/env.py,371,TEMP,Design Debt,P3_Model_Development,with tempfile.NamedTemporaryFile(
pypa/build,Non-ML Control,src/build/env.py,424,TEMP,Design Debt,P3_Model_Development,with tempfile.NamedTemporaryFile(
pypa/build,Non-ML Control,src/build/env.py,451,TEMP,Design Debt,P3_Model_Development,with tempfile.NamedTemporaryFile(prefix='build-symlink-') as tmp_file:  # pragma: win32 cover
pypa/build,Non-ML Control,src/build/util.py,24,TEMP,Design Debt,P3_Model_Development,with tempfile.TemporaryDirectory() as tmpdir:
pypa/build,Non-ML Control,src/build/_compat/tarfile.py,52,NOQA,Test Debt,P3_Model_Development,tar.extractall(path)  # noqa: S202
facebookresearch/fairscale,Deep Learning,setup.py,71,TODO,Requirement Debt,P4_Build_Packaging,"author_email=""todo@meta.com"","
facebookresearch/fairscale,Deep Learning,benchmarks/oss.py,90,TODO,Requirement Debt,P3_Model_Development,# TODO(anj-s): Check if we need to synchronize before we caculate total training time.
facebookresearch/fairscale,Deep Learning,benchmarks/oss.py,102,TODO,Requirement Debt,P3_Model_Development,# TODO(anj-s): Add a debug flag to perform the above calculation only when required.
facebookresearch/fairscale,Deep Learning,benchmarks/pipe.py,80,TODO,Requirement Debt,P3_Model_Development,# TODO(anj-s): Avoid sending fake data to all replicas except the first and last one.
facebookresearch/fairscale,Deep Learning,benchmarks/pipe.py,161,TODO,Requirement Debt,P3_Model_Development,# TODO(anj-s): Add an option for users to be able to benchmark evaluate.
facebookresearch/fairscale,Deep Learning,benchmarks/pipe.py,165,TODO,Requirement Debt,P3_Model_Development,# TODO(anj-s): Move this to the benchmark config if we want to benchmark evaluation.
facebookresearch/fairscale,Deep Learning,benchmarks/utils.py,42,TODO,Requirement Debt,P3_Model_Development,# TODO(anj-s): In the process of adding more models and hence the requirement for a flag.
facebookresearch/fairscale,Deep Learning,benchmarks/datasets/wikitext2_data.py,45,TEMP,Design Debt,P1_Data_Collection,tmpdir = tempfile.TemporaryDirectory()
facebookresearch/fairscale,Deep Learning,benchmarks/experimental/benchmark_dataset.py,9,TODO,Requirement Debt,P3_Model_Development,# TODO(sidgoyal): Refactor benchmarks to remove this file eventually.
facebookresearch/fairscale,Deep Learning,benchmarks/experimental/experimental_async_approaches.py,620,FIXME,Defect Debt,P3_Model_Development,vocab_size = 10000  # FIXME
facebookresearch/fairscale,Deep Learning,benchmarks/experimental/offload.py,184,TODO,Requirement Debt,P3_Model_Development,"# TODO(anj): Make this a flag for both ""lm"" and ""seq"" models."
facebookresearch/fairscale,Deep Learning,benchmarks/golden_configs/lm_wikitext2.py,136,TODO,Requirement Debt,P3_Model_Development,# TODO(anj-s): Add support for synthetic regression benchmarks
facebookresearch/fairscale,Deep Learning,benchmarks/golden_configs/oss_mnist.py,17,TODO,Requirement Debt,P3_Model_Development,# TODO(anj-s): Add support for synthetic regression benchmarks
facebookresearch/fairscale,Deep Learning,benchmarks/models/transformer_lm.py,15,TODO,Requirement Debt,P3_Model_Development,# TODO(anj-s): Identify if we need this initialization logic for the below wrapped layers.
facebookresearch/fairscale,Deep Learning,benchmarks/models/transformer_lm.py,175,TODO,Requirement Debt,P3_Model_Development,"# TODO(anj-s): Fix the data format so that we have [seq_len, batch_size, embedding dim]."
facebookresearch/fairscale,Deep Learning,docs/source/conf.py,47,TODO,Requirement Debt,P3_Model_Development,"""sphinx.ext.todo"","
facebookresearch/fairscale,Deep Learning,docs/source/conf.py,93,TODO,Requirement Debt,P3_Model_Development,"# If true, `todo` and `todoList` produce output, else they produce nothing."
facebookresearch/fairscale,Deep Learning,fairscale/internal/reduce_scatter_bucketer.py,17,TODO,Requirement Debt,P3_Model_Development,# TODO: Remove the toggle-enable_nccl_base_collectives when github open issue #801 is resolved.
facebookresearch/fairscale,Deep Learning,fairscale/internal/reduce_scatter_bucketer.py,142,TODO,Requirement Debt,P3_Model_Development,# TODO: investigate how to avoid using torch.cat (because it seems to be slow for CPU tensors)
facebookresearch/fairscale,Deep Learning,fairscale/internal/reduce_scatter_bucketer.py,192,TODO,Requirement Debt,P3_Model_Development,"# TODO (Min): the `group` used here in the key is the object hash, not the content"
facebookresearch/fairscale,Deep Learning,fairscale/internal/state_dict.py,13,NOQA,Test Debt,P3_Model_Development,from collections import OrderedDict  # noqa: F401
facebookresearch/fairscale,Deep Learning,fairscale/optim/adam.py,176,TODO,Requirement Debt,P3_Model_Development,# TODO: Optimizer state gets cast to FP16 and back to FP32 for
facebookresearch/fairscale,Deep Learning,fairscale/optim/adascale.py,291,BUG,Defect Debt,P3_Model_Development,"assert self._scale >= 1, ""bug: old scale isn't valid"""
facebookresearch/fairscale,Deep Learning,fairscale/optim/adascale.py,476,TODO,Requirement Debt,P3_Model_Development,# TODO (min): this may not work with activation checkpointing when
facebookresearch/fairscale,Deep Learning,fairscale/optim/adascale.py,480,TODO,Requirement Debt,P3_Model_Development,"# TODO (min, mike): We need to have a way to check that training loop & DDP"
facebookresearch/fairscale,Deep Learning,fairscale/optim/adascale.py,488,BUG,Defect Debt,P3_Model_Development,"f""bug: {self._num_backward_calls} - {self._last_final_backward_call} should <= {self._num_grads_to_accum}"""
facebookresearch/fairscale,Deep Learning,fairscale/optim/adascale.py,639,TODO,Requirement Debt,P3_Model_Development,TODO (min): need a way of determine how much to increase the step size?
facebookresearch/fairscale,Deep Learning,fairscale/optim/adascale.py,641,TODO,Requirement Debt,P3_Model_Development,TODO (min): have both `set_scale` and `set_num_gradients_to_accumulate`
facebookresearch/fairscale,Deep Learning,fairscale/optim/grad_scaler.py,206,TODO,Requirement Debt,P3_Model_Development,# TODO: is there a way to split by device and dtype without appending in the inner loop?
facebookresearch/fairscale,Deep Learning,tests/optim/test_adam.py,275,TODO,Requirement Debt,P3_Model_Development,# TODO: Optimizer state gets cast to FP16 and back to FP32 for
facebookresearch/fairscale,Deep Learning,tests/optim/test_adam.py,289,TODO,Requirement Debt,P3_Model_Development,# TODO: Optimizer state gets cast to FP16 and back to FP32 for
facebookresearch/fairscale,Deep Learning,tests/optim/test_layerwise_gradient_scaler.py,74,TODO,Requirement Debt,P3_Model_Development,# TODO: we should NOT do this download over and over again during test.
facebookresearch/fairscale,Deep Learning,tests/optim/test_layerwise_gradient_scaler.py,218,TODO,Requirement Debt,P3_Model_Development,"# Also, TODO (Min): improving downloading code above before re-enable this."
facebookresearch/fairscale,Deep Learning,tests/optim/test_oss.py,864,BUG,Defect Debt,P3_Model_Development,"# Make sure that the param groups are interleaved, to catch an ordering bug in the state dict"
optuna/optuna-integration,AutoML/RL,docs/source/conf.py,55,TODO,Requirement Debt,P3_Model_Development,# TODO(toshihikoyanase) remove jQuery extension after
optuna/optuna-integration,AutoML/RL,optuna_integration/allennlp/_executor.py,201,TODO,Requirement Debt,P3_Model_Development,"# TODO(MagiaSN) When AllenNLP has introduced a better API to do this, one should remove"
optuna/optuna-integration,AutoML/RL,optuna_integration/allennlp/_pruner.py,119,NOQA,Test Debt,P3_Model_Development,"if version.parse(allennlp.__version__) < version.parse(""2.0.0""):  # type: ignore[attr-defined]  # NOQA: E501"
optuna/optuna-integration,AutoML/RL,optuna_integration/botorch/botorch.py,1,NOQA,Test Debt,P3_Model_Development,# flake8: noqa
optuna/optuna-integration,AutoML/RL,optuna_integration/botorch/botorch.py,262,TODO,Requirement Debt,P3_Model_Development,# TODO(hvy): Do not use 0 as the best observation.
optuna/optuna-integration,AutoML/RL,optuna_integration/chainer/chainer.py,16,NOQA,Test Debt,P3_Model_Development,"Extension = object  # type: ignore[assignment, misc]  # NOQA"
optuna/optuna-integration,AutoML/RL,optuna_integration/chainermn/chainermn.py,25,NOQA,Test Debt,P3_Model_Development,from chainermn.communicators.communicator_base import CommunicatorBase  # NOQA
optuna/optuna-integration,AutoML/RL,optuna_integration/chainermn/chainermn.py,202,NOQA,Test Debt,P3_Model_Development,"def suggest_categorical(self, name: str, choices: Sequence[None]) -> None: ...  # noqa: E704"
optuna/optuna-integration,AutoML/RL,optuna_integration/chainermn/chainermn.py,205,NOQA,Test Debt,P3_Model_Development,"def suggest_categorical(self, name: str, choices: Sequence[bool]) -> bool: ...  # noqa: E704"
optuna/optuna-integration,AutoML/RL,optuna_integration/chainermn/chainermn.py,208,NOQA,Test Debt,P3_Model_Development,"def suggest_categorical(self, name: str, choices: Sequence[int]) -> int: ...  # noqa: E704"
optuna/optuna-integration,AutoML/RL,optuna_integration/chainermn/chainermn.py,211,NOQA,Test Debt,P3_Model_Development,"def suggest_categorical(self, name: str, choices: Sequence[float]) -> float: ...  # noqa: E704"
optuna/optuna-integration,AutoML/RL,optuna_integration/chainermn/chainermn.py,214,NOQA,Test Debt,P3_Model_Development,"def suggest_categorical(self, name: str, choices: Sequence[str]) -> str: ...  # noqa: E704"
optuna/optuna-integration,AutoML/RL,optuna_integration/chainermn/chainermn.py,217,NOQA,Test Debt,P3_Model_Development,def suggest_categorical(  # noqa: E704
optuna/optuna-integration,AutoML/RL,optuna_integration/cma/cma.py,323,TODO,Requirement Debt,P3_Model_Development,# TODO(Yanase): Support one-hot representation.
optuna/optuna-integration,AutoML/RL,optuna_integration/comet/comet.py,1,NOQA,Test Debt,P3_Model_Development,# flake8: noqa
optuna/optuna-integration,AutoML/RL,optuna_integration/dask/dask.py,656,NOQA,Test Debt,P3_Model_Development,"self.client.scheduler.optuna_get_trial_id_from_study_id_trial_number,  # type: ignore[union-attr]  # NOQA: E501"
optuna/optuna-integration,AutoML/RL,optuna_integration/dask/dask.py,720,NOQA,Test Debt,P3_Model_Development,serialized_trial = await self.client.scheduler.optuna_get_trial(  # type: ignore[union-attr]  # NOQA: E501
optuna/optuna-integration,AutoML/RL,optuna_integration/dask/dask.py,736,NOQA,Test Debt,P3_Model_Development,serialized_trials = await self.client.scheduler.optuna_get_all_trials(  # type: ignore[union-attr]  # NOQA: E501
optuna/optuna-integration,AutoML/RL,optuna_integration/fastaiv2/fastaiv2.py,21,NOQA,Test Debt,P3_Model_Development,TrackerCallback = object  # NOQA
optuna/optuna-integration,AutoML/RL,optuna_integration/keras/keras.py,14,NOQA,Test Debt,P3_Model_Development,Callback = object  # NOQA
optuna/optuna-integration,AutoML/RL,optuna_integration/lightgbm/lightgbm.py,16,NOQA,Test Debt,P3_Model_Development,import lightgbm as lgb  # NOQA
optuna/optuna-integration,AutoML/RL,optuna_integration/mlflow/mlflow.py,217,TEMP,Design Debt,P3_Model_Development,# This is a temporary fix on Optuna side. It avoids an error with user
optuna/optuna-integration,AutoML/RL,optuna_integration/pytorch_distributed/pytorch_distributed.py,49,TODO,Requirement Debt,P3_Model_Development,# TODO(nlgranger): Remove type ignore after mypy includes
optuna/optuna-integration,AutoML/RL,optuna_integration/pytorch_distributed/pytorch_distributed.py,192,NOQA,Test Debt,P3_Model_Development,"def suggest_categorical(self, name: str, choices: Sequence[None]) -> None: ...  # noqa: E704"
optuna/optuna-integration,AutoML/RL,optuna_integration/pytorch_distributed/pytorch_distributed.py,195,NOQA,Test Debt,P3_Model_Development,"def suggest_categorical(self, name: str, choices: Sequence[bool]) -> bool: ...  # noqa: E704"
optuna/optuna-integration,AutoML/RL,optuna_integration/pytorch_distributed/pytorch_distributed.py,198,NOQA,Test Debt,P3_Model_Development,"def suggest_categorical(self, name: str, choices: Sequence[int]) -> int: ...  # noqa: E704"
optuna/optuna-integration,AutoML/RL,optuna_integration/pytorch_distributed/pytorch_distributed.py,201,NOQA,Test Debt,P3_Model_Development,"def suggest_categorical(self, name: str, choices: Sequence[float]) -> float: ...  # noqa: E704"
optuna/optuna-integration,AutoML/RL,optuna_integration/pytorch_distributed/pytorch_distributed.py,204,NOQA,Test Debt,P3_Model_Development,"def suggest_categorical(self, name: str, choices: Sequence[str]) -> str: ...  # noqa: E704"
optuna/optuna-integration,AutoML/RL,optuna_integration/pytorch_distributed/pytorch_distributed.py,207,NOQA,Test Debt,P3_Model_Development,def suggest_categorical(  # noqa: E704
optuna/optuna-integration,AutoML/RL,optuna_integration/pytorch_lightning/pytorch_lightning.py,23,NOQA,Test Debt,P3_Model_Development,"Callback = object  # type: ignore[assignment, misc]  # NOQA[F811]"
optuna/optuna-integration,AutoML/RL,optuna_integration/pytorch_lightning/pytorch_lightning.py,24,NOQA,Test Debt,P3_Model_Development,"LightningModule = object  # type: ignore[assignment, misc]  # NOQA[F811]"
optuna/optuna-integration,AutoML/RL,optuna_integration/pytorch_lightning/pytorch_lightning.py,25,NOQA,Test Debt,P3_Model_Development,"Trainer = object  # type: ignore[assignment, misc]  # NOQA[F811]"
optuna/optuna-integration,AutoML/RL,optuna_integration/pytorch_lightning/pytorch_lightning.py,87,TODO,Requirement Debt,P3_Model_Development,# TODO(Shinichi) Remove intermediate_values from system_attr after PR #4431 is merged.
optuna/optuna-integration,AutoML/RL,optuna_integration/sklearn/sklearn.py,57,NOQA,Test Debt,P3_Model_Development,BaseEstimator = object  # NOQA
optuna/optuna-integration,AutoML/RL,optuna_integration/sklearn/sklearn.py,556,NOQA,Test Debt,P3_Model_Development,"""""""  # NOQA: E501"
optuna/optuna-integration,AutoML/RL,optuna_integration/sklearn/sklearn.py,610,NOQA,Test Debt,P3_Model_Development,"""""""A dictionary mapping a metric name to a list of Cross-Validation results of all trials.""""""  # NOQA: E501"
optuna/optuna-integration,AutoML/RL,optuna_integration/skorch/skorch.py,15,NOQA,Test Debt,P3_Model_Development,Callback = object  # NOQA
saltstack/salt,Non-ML Control,salt/__init__.py,12,HACK,Design Debt,P3_Model_Development,# Aweful hack to keep salt-ssh tests passing with tornado >=6.4.2. Salt ssh
saltstack/salt,Non-ML Control,salt/crypt.py,161,XXX,Design Debt,P3_Model_Development,# XXX
saltstack/salt,Non-ML Control,salt/crypt.py,551,XXX,Design Debt,P3_Model_Development,# XXX
saltstack/salt,Non-ML Control,salt/crypt.py,744,XXX,Design Debt,P3_Model_Development,"# XXX We should always have a key present when this is called, if not"
saltstack/salt,Non-ML Control,salt/crypt.py,957,TODO,Requirement Debt,P3_Model_Development,"# TODO: if we already have creds for this key, lets just re-use"
saltstack/salt,Non-ML Control,salt/crypt.py,1701,TODO,Requirement Debt,P3_Model_Development,"# TODO: remove, we should just return a sync wrapper of AsyncAuth"
saltstack/salt,Non-ML Control,salt/crypt.py,1770,TODO,Requirement Debt,P3_Model_Development,"def authenticate(self, _=None):  # TODO: remove unused var"
saltstack/salt,Non-ML Control,salt/master.py,362,TODO,Requirement Debt,P3_Model_Development,# TODO DRY from CKMinions
saltstack/salt,Non-ML Control,salt/master.py,372,TEMP,Design Debt,P3_Model_Development,# Write a temporary file securely
saltstack/salt,Non-ML Control,salt/master.py,966,TODO,Requirement Debt,P3_Model_Development,"# TODO: remove, or at least push into the transport stuff (pre-fork probably makes sense there)"
saltstack/salt,Non-ML Control,salt/master.py,974,WORKAROUND,Design Debt,P3_Model_Development,"# workaround for issue #16315, race condition"
saltstack/salt,Non-ML Control,salt/master.py,1690,TODO,Requirement Debt,P3_Model_Development,"# TODO: rename? No longer tied to ""AES"", just ""encrypted"" or ""private"" requests"
saltstack/salt,Non-ML Control,salt/master.py,2399,TODO,Requirement Debt,P3_Model_Development,# TODO: return some error? Seems odd to return {}
saltstack/salt,Non-ML Control,salt/master.py,2893,TODO,Requirement Debt,P3_Model_Development,TODO: This is really only bound by temporal cohesion
saltstack/salt,Non-ML Control,salt/minion.py,477,TODO,Requirement Debt,P3_Model_Development,# TODO: remove
saltstack/salt,Non-ML Control,salt/minion.py,667,FIXME,Defect Debt,P3_Model_Development,"# FIXME: if SMinion don't define io_loop, it can't switch master see #29088"
saltstack/salt,Non-ML Control,salt/minion.py,1534,TODO,Requirement Debt,P3_Model_Development,# TODO: better name...
saltstack/salt,Non-ML Control,salt/minion.py,1753,XXX,Design Debt,P3_Model_Development,# XXX: Signing should happen in RequestChannel to be fixed in 3008
saltstack/salt,Non-ML Control,salt/minion.py,1779,XXX,Design Debt,P3_Model_Development,# XXX: Signing should happen in RequestChannel to be fixed in 3008
saltstack/salt,Non-ML Control,salt/minion.py,1780,XXX,Design Debt,P3_Model_Development,# XXX: This is only used by syndic
saltstack/salt,Non-ML Control,salt/minion.py,2655,XXX,Design Debt,P3_Model_Development,# XXX: This can ba extreemly missleading when something outside of a
saltstack/salt,Non-ML Control,salt/minion.py,2700,TODO,Requirement Debt,P3_Model_Development,# TODO: make this a configurable feature in the future
saltstack/salt,Non-ML Control,salt/minion.py,2741,TODO,Requirement Debt,P3_Model_Development,# TODO: make a list? Seems odd to split it this late :/
saltstack/salt,Non-ML Control,salt/minion.py,2975,BUG,Defect Debt,P3_Model_Development,"log.error(""Invalid outputter %s. This is likely a bug."", ret[""out""])"
saltstack/salt,Non-ML Control,salt/minion.py,3057,XXX,Design Debt,P3_Model_Development,# XXX: This is only used by syndic and should be moved to the Syndic class.
saltstack/salt,Non-ML Control,salt/minion.py,3058,XXX,Design Debt,P3_Model_Development,# XXX: The sync flag is only called with sync=False. Which also means
saltstack/salt,Non-ML Control,salt/minion.py,3104,BUG,Defect Debt,P3_Model_Development,"log.error(""Invalid outputter %s. This is likely a bug."", ret[""out""])"
saltstack/salt,Non-ML Control,salt/minion.py,3292,TODO,Requirement Debt,P3_Model_Development,# TODO: only allow one future in flight at a time?
saltstack/salt,Non-ML Control,salt/minion.py,3876,TODO,Requirement Debt,P3_Model_Development,# TODO: actually listen to the return and change period
saltstack/salt,Non-ML Control,salt/minion.py,4313,TODO,Requirement Debt,P3_Model_Development,# TODO: even do this??
saltstack/salt,Non-ML Control,salt/minion.py,4391,TODO,Requirement Debt,P3_Model_Development,# TODO: clean up docs
saltstack/salt,Non-ML Control,salt/minion.py,4455,TODO,Requirement Debt,P3_Model_Development,# TODO: need a way of knowing if the syndic connection is busted
saltstack/salt,Non-ML Control,salt/minion.py,4581,TODO,Requirement Debt,P3_Model_Development,await asyncio.sleep(auth_wait)  # TODO: log?
saltstack/salt,Non-ML Control,salt/minion.py,4603,TODO,Requirement Debt,P3_Model_Development,# TODO: debug?
saltstack/salt,Non-ML Control,salt/minion.py,4675,XXX,Design Debt,P3_Model_Development,# XXX This does not make sense
saltstack/salt,Non-ML Control,salt/minion.py,4750,TODO,Requirement Debt,P3_Model_Development,# TODO: cleanup: Move down into event class
saltstack/salt,Non-ML Control,salt/minion.py,4812,TODO,Requirement Debt,P3_Model_Development,# TODO: config to forward these? If so we'll have to keep track of who
saltstack/salt,Non-ML Control,salt/minion.py,4909,TODO,Requirement Debt,P3_Model_Development,# TODO: better name...
saltstack/salt,Non-ML Control,salt/runner.py,209,TODO,Requirement Debt,P3_Model_Development,# TODO: move to mixin whenever we want a salt-wheel cli
saltstack/salt,Non-ML Control,salt/state.py,1339,TODO,Requirement Debt,P3_Model_Development,")  # TODO: Add runners, proxy?"
saltstack/salt,Non-ML Control,salt/state.py,4913,XXX,Design Debt,P3_Model_Development,# XXX: This class doesn't seem to be used anywhere
saltstack/salt,Non-ML Control,salt/template.py,20,FIXME,Defect Debt,P3_Model_Development,# FIXME: we should make the default encoding of a .sls file a configurable
saltstack/salt,Non-ML Control,tests/conftest.py,248,TEMP,Design Debt,P3_Model_Development,"""Run salt-ssh tests. These tests will spin up a temporary """
saltstack/salt,Non-ML Control,tests/conftest.py,900,TEMP,Design Debt,P3_Model_Development,"os.environ.get(""RUNNER_TEMP"", r""C:\Windows\Temp"")"
saltstack/salt,Non-ML Control,tests/minionswarm.py,125,TEMP,Design Debt,P3_Model_Development,"""--temp-dir"","
